height,weight,label 
173,58,정상체중
149,83,비만
165,89,비만
170,40,저체중
121,81,비만
144,56,비만
176,55,저체중
155,59,정상체중
181,68,정상체중
175,39,저체중
175,68,정상체중
163,78,비만
179,42,저체중
127,80,비만
124,46,비만
191,86,정상체중
178,86,비만
150,69,비만
166,48,저체중
156,69,비만
151,85,비만
171,58,정상체중
197,41,저체중
122,68,비만
180,69,정상체중
166,75,비만
143,84,비만
180,43,저체중
161,40,저체중
195,72,정상체중
146,66,비만
138,81,비만
160,43,저체중
133,84,비만
173,64,정상체중
129,71,비만
152,51,정상체중
184,74,정상체중
172,87,비만
152,42,저체중
154,71,비만
193,82,정상체중
199,79,정상체중
192,56,저체중
198,49,저체중
186,58,저체중
124,56,비만
145,71,비만
170,75,비만
192,78,정상체중
168,81,비만
170,87,비만
170,52,저체중
147,81,비만
120,67,비만
145,82,비만
184,41,저체중
177,83,비만
151,68,비만
123,65,비만
162,52,정상체중
127,78,비만
146,61,비만
176,89,비만
156,72,비만
193,38,저체중
178,55,저체중
144,37,저체중
154,58,정상체중
182,40,저체중
153,69,비만
128,64,비만
131,40,정상체중
131,54,비만
123,39,비만
122,56,비만
151,39,저체중
135,58,비만
197,45,저체중
148,39,저체중
131,39,정상체중
178,90,비만
136,38,정상체중
195,75,정상체중
154,48,정상체중
161,70,비만
160,76,비만
155,76,비만
196,86,정상체중
158,41,저체중
162,56,정상체중
188,84,정상체중
192,58,저체중
178,68,정상체중
175,50,저체중
141,75,비만
191,42,저체중
125,85,비만
185,73,정상체중
127,64,비만
142,47,정상체중
145,80,비만
146,42,정상체중
168,78,비만
149,62,비만
195,53,저체중
168,60,정상체중
186,55,저체중
149,48,정상체중
141,65,비만
189,48,저체중
183,77,정상체중
121,86,비만
135,68,비만
192,75,정상체중
134,46,비만
121,69,비만
160,76,비만
187,87,정상체중
176,71,정상체중
133,42,정상체중
169,90,비만
146,77,비만
172,42,저체중
192,77,정상체중
139,55,비만
186,52,저체중
185,58,저체중
166,76,비만
179,73,정상체중
153,80,비만
197,36,저체중
159,49,정상체중
162,43,저체중
187,56,저체중
121,65,비만
157,61,정상체중
189,36,저체중
183,46,저체중
179,38,저체중
182,60,저체중
181,68,정상체중
133,89,비만
172,53,저체중
183,35,저체중
164,77,비만
120,68,비만
141,38,정상체중
190,65,저체중
125,50,비만
185,36,저체중
166,66,정상체중
159,57,정상체중
153,47,정상체중
164,67,정상체중
126,87,비만
122,85,비만
142,49,정상체중
190,86,정상체중
188,74,정상체중
183,42,저체중
132,72,비만
187,53,저체중
172,68,정상체중
163,60,정상체중
131,71,비만
156,39,저체중
132,47,비만
174,59,정상체중
120,89,비만
127,79,비만
161,84,비만
199,36,저체중
190,37,저체중
144,89,비만
164,72,비만
159,37,저체중
137,84,비만
158,63,비만
198,47,저체중
169,60,정상체중
144,72,비만
171,83,비만
154,71,비만
165,86,비만
123,87,비만
151,65,비만
127,65,비만
144,38,저체중
173,48,저체중
170,65,정상체중
175,47,저체중
181,36,저체중
120,50,비만
176,42,저체중
165,45,저체중
143,66,비만
136,60,비만
129,78,비만
196,41,저체중
126,55,비만
180,60,정상체중
165,39,저체중
200,56,저체중
143,66,비만
177,56,저체중
186,42,저체중
146,43,정상체중
178,50,저체중
149,84,비만
194,87,정상체중
177,82,비만
197,62,저체중
120,51,비만
134,81,비만
191,84,정상체중
182,46,저체중
129,89,비만
187,36,저체중
192,57,저체중
184,72,정상체중
130,55,비만
125,45,비만
183,38,저체중
183,53,저체중
133,46,비만
177,55,저체중
156,40,저체중
144,57,비만
198,83,정상체중
193,35,저체중
148,86,비만
197,52,저체중
153,35,저체중
149,60,비만
172,43,저체중
121,85,비만
197,43,저체중
148,60,비만
198,71,저체중
170,60,정상체중
133,41,정상체중
194,89,정상체중
179,90,비만
120,88,비만
183,90,비만
139,86,비만
172,44,저체중
129,47,비만
142,53,비만
182,66,정상체중
188,73,정상체중
138,86,비만
129,48,비만
135,75,비만
198,44,저체중
128,88,비만
150,49,정상체중
153,50,정상체중
122,39,비만
180,90,비만
182,59,저체중
136,42,정상체중
149,53,정상체중
167,38,저체중
183,85,비만
186,37,저체중
183,51,저체중
159,72,비만
187,47,저체중
174,51,저체중
147,39,저체중
146,62,비만
178,75,정상체중
129,48,비만
199,52,저체중
197,44,저체중
179,46,저체중
186,66,정상체중
127,74,비만
189,78,정상체중
170,50,저체중
131,40,정상체중
134,74,비만
156,84,비만
123,52,비만
125,36,정상체중
155,88,비만
153,86,비만
156,49,정상체중
167,69,정상체중
139,80,비만
161,82,비만
124,63,비만
150,68,비만
127,89,비만
146,51,정상체중
148,58,비만
188,57,저체중
145,80,비만
171,53,저체중
171,45,저체중
144,43,정상체중
188,84,정상체중
134,57,비만
169,78,비만
145,52,정상체중
126,75,비만
179,81,비만
158,64,비만
179,60,정상체중
120,87,비만
144,85,비만
164,43,저체중
156,64,비만
171,64,정상체중
178,59,정상체중
163,74,비만
132,56,비만
152,57,정상체중
151,86,비만
196,65,저체중
180,71,정상체중
162,46,저체중
178,56,저체중
151,80,비만
137,44,정상체중
130,55,비만
168,79,비만
164,59,정상체중
154,76,비만
163,58,정상체중
182,71,정상체중
188,62,저체중
164,83,비만
194,66,저체중
196,53,저체중
165,73,비만
137,76,비만
168,55,정상체중
156,87,비만
173,82,비만
166,83,비만
141,76,비만
199,63,저체중
122,78,비만
165,45,저체중
134,89,비만
150,56,정상체중
125,76,비만
149,63,비만
128,52,비만
167,85,비만
164,90,비만
172,61,정상체중
165,84,비만
153,65,비만
175,71,정상체중
194,69,저체중
161,50,정상체중
125,71,비만
159,41,저체중
184,52,저체중
195,41,저체중
146,55,비만
193,77,정상체중
169,76,비만
166,78,비만
176,63,정상체중
195,90,정상체중
168,49,저체중
172,63,정상체중
198,46,저체중
123,54,비만
155,79,비만
172,35,저체중
148,47,정상체중
183,88,비만
176,49,저체중
135,66,비만
173,46,저체중
136,55,비만
161,72,비만
146,83,비만
191,58,저체중
182,56,저체중
134,75,비만
187,61,저체중
198,79,정상체중
135,80,비만
158,58,정상체중
175,37,저체중
140,64,비만
184,77,정상체중
166,70,비만
137,81,비만
141,44,정상체중
167,45,저체중
146,39,저체중
145,38,저체중
147,75,비만
156,85,비만
200,49,저체중
124,44,비만
173,71,정상체중
150,83,비만
195,87,정상체중
195,70,저체중
175,43,저체중
170,67,정상체중
174,35,저체중
180,55,저체중
191,52,저체중
170,85,비만
166,41,저체중
137,82,비만
156,57,정상체중
175,87,비만
184,68,정상체중
136,86,비만
148,68,비만
137,77,비만
120,39,비만
188,59,저체중
194,82,정상체중
167,52,정상체중
179,80,정상체중
128,68,비만
172,74,비만
170,37,저체중
141,83,비만
196,38,저체중
148,43,정상체중
153,83,비만
185,38,저체중
121,68,비만
136,63,비만
185,58,저체중
145,39,정상체중
199,41,저체중
173,62,정상체중
132,59,비만
172,72,정상체중
198,43,저체중
152,53,정상체중
138,44,정상체중
189,38,저체중
158,44,저체중
121,53,비만
170,69,정상체중
181,37,저체중
165,64,정상체중
131,63,비만
199,83,정상체중
152,51,정상체중
125,68,비만
180,71,정상체중
176,68,정상체중
197,41,저체중
193,57,저체중
163,60,정상체중
177,47,저체중
188,73,정상체중
159,54,정상체중
185,89,비만
172,88,비만
165,65,정상체중
189,58,저체중
174,50,저체중
124,55,비만
177,71,정상체중
199,57,저체중
152,64,비만
131,87,비만
188,61,저체중
187,74,정상체중
192,44,저체중
140,42,정상체중
140,74,비만
131,70,비만
128,35,정상체중
155,69,비만
128,58,비만
122,53,비만
156,48,정상체중
181,50,저체중
197,55,저체중
163,88,비만
160,47,저체중
194,51,저체중
182,47,저체중
149,43,정상체중
129,49,비만
148,89,비만
192,88,정상체중
161,84,비만
177,54,저체중
142,69,비만
126,72,비만
125,83,비만
130,49,비만
169,79,비만
123,54,비만
176,80,비만
135,75,비만
135,40,정상체중
129,69,비만
157,86,비만
180,86,비만
137,48,비만
187,38,저체중
152,73,비만
154,68,비만
165,57,정상체중
166,62,정상체중
180,53,저체중
194,40,저체중
193,54,저체중
178,69,정상체중
144,74,비만
124,76,비만
171,86,비만
127,60,비만
167,56,정상체중
140,73,비만
180,45,저체중
177,47,저체중
187,38,저체중
134,56,비만
172,76,비만
156,62,비만
166,63,정상체중
125,50,비만
136,54,비만
191,78,정상체중
197,72,정상체중
179,58,저체중
162,68,비만
147,44,정상체중
190,87,정상체중
154,78,비만
189,51,저체중
162,48,저체중
187,40,저체중
169,65,정상체중
200,47,저체중
134,81,비만
187,64,저체중
175,70,정상체중
197,44,저체중
164,61,정상체중
185,56,저체중
156,47,정상체중
135,50,비만
157,74,비만
169,71,정상체중
162,44,저체중
157,37,저체중
141,42,정상체중
176,71,정상체중
172,35,저체중
188,78,정상체중
179,80,정상체중
177,55,저체중
172,65,정상체중
199,55,저체중
188,36,저체중
173,77,비만
155,58,정상체중
147,54,정상체중
169,78,비만
131,83,비만
156,37,저체중
161,37,저체중
166,39,저체중
199,52,저체중
168,77,비만
129,60,비만
195,77,정상체중
128,85,비만
194,75,정상체중
126,73,비만
132,72,비만
128,83,비만
139,46,정상체중
158,71,비만
199,39,저체중
191,43,저체중
164,64,정상체중
143,51,정상체중
157,90,비만
194,87,정상체중
136,44,정상체중
163,35,저체중
195,67,저체중
138,80,비만
156,36,저체중
153,48,정상체중
133,75,비만
144,72,비만
132,81,비만
143,56,비만
127,69,비만
142,61,비만
179,49,저체중
177,35,저체중
189,47,저체중
162,61,정상체중
179,90,비만
172,67,정상체중
132,88,비만
162,64,정상체중
160,64,정상체중
152,76,비만
122,86,비만
127,64,비만
179,51,저체중
138,59,비만
150,59,비만
176,76,정상체중
195,46,저체중
176,63,정상체중
162,44,저체중
137,89,비만
133,58,비만
167,51,저체중
169,72,비만
159,66,비만
145,46,정상체중
125,89,비만
130,55,비만
200,50,저체중
140,88,비만
123,37,정상체중
148,72,비만
186,46,저체중
170,57,정상체중
139,66,비만
176,41,저체중
145,37,저체중
159,70,비만
187,69,정상체중
166,80,비만
136,60,비만
150,46,정상체중
130,79,비만
148,77,비만
158,53,정상체중
170,55,정상체중
153,46,정상체중
154,83,비만
149,50,정상체중
127,61,비만
151,87,비만
142,41,정상체중
158,79,비만
194,89,정상체중
138,85,비만
148,70,비만
124,44,비만
126,75,비만
159,54,정상체중
196,40,저체중
160,62,정상체중
143,79,비만
178,75,정상체중
174,80,비만
183,54,저체중
167,55,정상체중
176,44,저체중
161,41,저체중
120,53,비만
169,55,정상체중
133,72,비만
165,72,비만
190,45,저체중
148,51,정상체중
191,66,저체중
142,65,비만
143,69,비만
196,42,저체중
154,81,비만
179,47,저체중
136,85,비만
140,43,정상체중
128,44,비만
192,74,정상체중
161,64,정상체중
129,42,비만
179,39,저체중
185,79,정상체중
141,73,비만
190,81,정상체중
182,71,정상체중
148,57,비만
154,47,정상체중
126,37,정상체중
131,55,비만
191,83,정상체중
151,56,정상체중
165,50,저체중
181,65,정상체중
186,35,저체중
148,82,비만
164,37,저체중
184,55,저체중
170,77,비만
135,71,비만
164,70,비만
150,72,비만
124,74,비만
169,63,정상체중
160,41,저체중
152,51,정상체중
159,43,저체중
151,88,비만
192,50,저체중
150,59,비만
149,47,정상체중
157,79,비만
176,58,정상체중
123,83,비만
150,56,정상체중
164,71,비만
125,71,비만
178,78,정상체중
192,63,저체중
150,60,비만
187,55,저체중
159,90,비만
156,39,저체중
173,40,저체중
166,66,정상체중
132,42,정상체중
143,54,비만
138,45,정상체중
162,64,정상체중
194,40,저체중
164,48,저체중
132,45,비만
142,38,정상체중
175,88,비만
139,60,비만
144,54,비만
140,58,비만
184,50,저체중
142,68,비만
153,57,정상체중
120,84,비만
197,71,저체중
145,46,정상체중
170,86,비만
197,65,저체중
162,59,정상체중
149,85,비만
179,72,정상체중
162,60,정상체중
126,44,비만
167,51,저체중
189,70,정상체중
149,87,비만
175,43,저체중
171,58,정상체중
153,86,비만
176,76,정상체중
125,89,비만
121,73,비만
185,89,비만
151,79,비만
134,62,비만
127,81,비만
148,38,저체중
187,48,저체중
196,76,정상체중
127,70,비만
177,68,정상체중
136,80,비만
123,49,비만
196,54,저체중
168,72,비만
179,41,저체중
154,46,정상체중
199,89,정상체중
172,89,비만
159,58,정상체중
183,75,정상체중
124,88,비만
198,70,저체중
123,89,비만
154,42,저체중
164,72,비만
159,62,정상체중
134,38,정상체중
127,38,정상체중
157,54,정상체중
147,86,비만
191,50,저체중
142,39,정상체중
145,87,비만
190,78,정상체중
200,67,저체중
139,85,비만
153,49,정상체중
145,44,정상체중
142,81,비만
145,53,비만
146,51,정상체중
192,64,저체중
128,47,비만
158,40,저체중
186,53,저체중
154,35,저체중
143,47,정상체중
182,63,정상체중
157,83,비만
190,36,저체중
142,90,비만
125,78,비만
179,79,정상체중
193,82,정상체중
194,41,저체중
142,73,비만
184,85,비만
159,63,정상체중
134,78,비만
167,52,정상체중
178,44,저체중
135,56,비만
142,64,비만
132,54,비만
184,88,비만
155,69,비만
137,37,정상체중
125,66,비만
182,75,정상체중
127,42,비만
186,56,저체중
145,48,정상체중
144,54,비만
130,38,정상체중
196,40,저체중
176,38,저체중
143,67,비만
161,55,정상체중
161,44,저체중
135,74,비만
161,75,비만
144,60,비만
151,78,비만
149,51,정상체중
152,78,비만
166,73,비만
129,84,비만
187,49,저체중
154,59,정상체중
176,48,저체중
133,90,비만
121,62,비만
181,54,저체중
158,56,정상체중
120,43,비만
163,57,정상체중
132,65,비만
173,82,비만
182,69,정상체중
120,57,비만
153,57,정상체중
123,84,비만
178,66,정상체중
189,87,정상체중
170,81,비만
133,41,정상체중
200,49,저체중
161,59,정상체중
184,43,저체중
149,74,비만
153,47,정상체중
177,89,비만
200,55,저체중
165,64,정상체중
184,38,저체중
144,68,비만
166,43,저체중
133,49,비만
127,87,비만
195,56,저체중
186,43,저체중
136,79,비만
131,67,비만
188,41,저체중
147,39,저체중
192,69,정상체중
186,90,비만
124,46,비만
122,52,비만
178,76,정상체중
173,78,비만
200,47,저체중
130,81,비만
178,88,비만
145,88,비만
149,69,비만
167,37,저체중
165,39,저체중
182,70,정상체중
149,82,비만
155,51,정상체중
141,46,정상체중
130,49,비만
128,75,비만
170,84,비만
133,76,비만
195,84,정상체중
172,90,비만
185,77,정상체중
160,41,저체중
160,43,저체중
159,41,저체중
127,90,비만
135,77,비만
151,79,비만
143,66,비만
126,90,비만
148,73,비만
138,43,정상체중
142,72,비만
120,36,비만
175,35,저체중
121,86,비만
127,63,비만
173,38,저체중
120,88,비만
174,41,저체중
165,64,정상체중
146,83,비만
120,68,비만
193,36,저체중
199,79,정상체중
168,72,비만
142,48,정상체중
137,74,비만
168,87,비만
173,41,저체중
183,40,저체중
123,87,비만
128,55,비만
128,82,비만
178,81,비만
122,90,비만
170,55,정상체중
160,35,저체중
176,68,정상체중
121,48,비만
157,39,저체중
151,43,정상체중
145,45,정상체중
138,56,비만
136,89,비만
125,65,비만
124,78,비만
200,57,저체중
158,66,비만
135,52,비만
152,46,정상체중
162,48,저체중
172,61,정상체중
152,89,비만
172,78,비만
137,71,비만
163,84,비만
132,72,비만
184,60,저체중
193,84,정상체중
178,35,저체중
165,57,정상체중
172,39,저체중
140,74,비만
137,48,비만
150,83,비만
142,38,정상체중
180,71,정상체중
136,41,정상체중
130,82,비만
159,72,비만
147,81,비만
180,73,정상체중
167,36,저체중
179,81,비만
162,62,정상체중
186,66,정상체중
143,61,비만
187,81,정상체중
187,67,정상체중
183,46,저체중
198,41,저체중
186,57,저체중
143,43,정상체중
195,64,저체중
133,83,비만
137,44,정상체중
134,69,비만
183,57,저체중
138,48,비만
197,37,저체중
192,36,저체중
186,75,정상체중
143,54,비만
126,41,비만
150,35,저체중
181,59,저체중
130,79,비만
185,71,정상체중
144,60,비만
136,82,비만
172,52,저체중
157,80,비만
162,52,정상체중
138,64,비만
165,54,정상체중
156,79,비만
122,48,비만
151,67,비만
134,37,정상체중
140,36,저체중
181,80,정상체중
174,50,저체중
139,57,비만
175,67,정상체중
156,37,저체중
138,67,비만
198,44,저체중
180,54,저체중
156,48,정상체중
184,72,정상체중
169,49,저체중
133,56,비만
178,56,저체중
188,82,정상체중
194,83,정상체중
170,53,저체중
131,65,비만
191,66,저체중
150,52,정상체중
155,76,비만
150,57,비만
139,66,비만
179,61,정상체중
132,79,비만
180,68,정상체중
193,50,저체중
146,81,비만
199,37,저체중
148,83,비만
139,80,비만
129,65,비만
140,62,비만
161,85,비만
159,86,비만
154,45,정상체중
176,73,정상체중
167,83,비만
169,76,비만
145,84,비만
179,70,정상체중
178,40,저체중
159,51,정상체중
169,89,비만
177,59,정상체중
152,71,비만
132,47,비만
143,46,정상체중
155,52,정상체중
182,52,저체중
125,52,비만
122,87,비만
146,89,비만
184,73,정상체중
166,58,정상체중
192,58,저체중
187,37,저체중
184,47,저체중
174,76,비만
198,83,정상체중
186,42,저체중
144,71,비만
157,86,비만
187,75,정상체중
133,70,비만
171,65,정상체중
190,44,저체중
185,48,저체중
177,61,정상체중
178,40,저체중
190,65,저체중
183,50,저체중
156,38,저체중
168,89,비만
181,40,저체중
171,48,저체중
151,44,정상체중
132,51,비만
150,36,저체중
125,79,비만
188,75,정상체중
144,72,비만
174,54,저체중
197,59,저체중
123,72,비만
137,48,비만
193,67,저체중
160,61,정상체중
188,63,저체중
164,69,비만
161,64,정상체중
156,52,정상체중
154,71,비만
173,54,저체중
129,86,비만
186,37,저체중
140,51,비만
120,74,비만
176,56,저체중
166,78,비만
167,75,비만
129,39,정상체중
138,84,비만
177,52,저체중
152,88,비만
134,77,비만
189,46,저체중
179,82,비만
123,73,비만
140,52,비만
161,50,정상체중
192,67,저체중
157,90,비만
162,46,저체중
184,86,비만
196,41,저체중
137,56,비만
125,67,비만
166,38,저체중
147,55,비만
190,83,정상체중
127,47,비만
180,81,비만
134,79,비만
133,83,비만
135,47,비만
166,72,비만
120,35,정상체중
136,75,비만
131,43,비만
197,43,저체중
137,69,비만
198,65,저체중
155,90,비만
124,86,비만
143,60,비만
198,90,정상체중
189,82,정상체중
183,88,비만
153,57,정상체중
181,83,비만
143,66,비만
136,61,비만
124,67,비만
138,36,정상체중
170,48,저체중
131,66,비만
147,54,정상체중
193,82,정상체중
164,62,정상체중
158,76,비만
164,39,저체중
154,67,비만
195,42,저체중
150,52,정상체중
127,64,비만
172,64,정상체중
192,54,저체중
143,82,비만
150,87,비만
184,58,저체중
155,59,정상체중
174,40,저체중
174,89,비만
193,83,정상체중
142,86,비만
123,85,비만
150,88,비만
188,65,저체중
178,56,저체중
187,69,정상체중
131,83,비만
193,47,저체중
194,63,저체중
174,75,정상체중
198,69,저체중
171,39,저체중
174,63,정상체중
144,71,비만
148,83,비만
182,79,정상체중
122,57,비만
132,80,비만
125,83,비만
135,56,비만
192,42,저체중
187,89,비만
190,60,저체중
122,80,비만
163,82,비만
122,68,비만
125,79,비만
120,41,비만
139,77,비만
197,65,저체중
156,76,비만
176,42,저체중
125,87,비만
164,35,저체중
193,87,정상체중
141,76,비만
190,41,저체중
134,63,비만
200,79,정상체중
144,50,정상체중
124,43,비만
191,87,정상체중
195,53,저체중
145,52,정상체중
139,40,정상체중
173,65,정상체중
141,90,비만
150,76,비만
160,72,비만
154,63,비만
141,89,비만
159,65,비만
193,37,저체중
124,62,비만
177,38,저체중
186,74,정상체중
145,38,저체중
126,70,비만
147,48,정상체중
165,48,저체중
189,79,정상체중
168,50,저체중
191,83,정상체중
150,66,비만
175,71,정상체중
137,66,비만
188,50,저체중
128,64,비만
157,69,비만
171,38,저체중
197,73,정상체중
130,42,정상체중
183,79,정상체중
124,65,비만
180,43,저체중
149,76,비만
146,89,비만
175,88,비만
123,84,비만
157,58,정상체중
149,74,비만
144,79,비만
159,46,저체중
173,75,비만
147,36,저체중
188,82,정상체중
137,68,비만
171,78,비만
139,69,비만
154,38,저체중
191,45,저체중
169,75,비만
126,86,비만
162,56,정상체중
135,73,비만
178,40,저체중
185,39,저체중
164,36,저체중
197,50,저체중
176,51,저체중
157,54,정상체중
184,68,정상체중
132,40,정상체중
164,65,정상체중
154,75,비만
188,46,저체중
196,66,저체중
175,37,저체중
169,38,저체중
128,76,비만
177,88,비만
187,61,저체중
189,85,정상체중
130,62,비만
189,63,저체중
194,69,저체중
191,70,정상체중
194,41,저체중
148,78,비만
124,60,비만
200,81,정상체중
127,59,비만
159,86,비만
130,79,비만
181,71,정상체중
150,75,비만
138,84,비만
143,61,비만
144,47,정상체중
173,44,저체중
120,59,비만
172,63,정상체중
170,56,정상체중
147,76,비만
196,56,저체중
181,43,저체중
184,76,정상체중
136,59,비만
177,67,정상체중
132,50,비만
174,76,비만
162,88,비만
184,74,정상체중
198,81,정상체중
196,37,저체중
187,77,정상체중
146,61,비만
133,46,비만
122,54,비만
180,53,저체중
188,57,저체중
150,81,비만
124,35,정상체중
150,60,비만
197,82,정상체중
170,40,저체중
131,46,비만
166,36,저체중
140,36,저체중
195,51,저체중
165,40,저체중
192,72,정상체중
159,63,정상체중
126,41,비만
132,86,비만
148,87,비만
171,78,비만
172,44,저체중
194,39,저체중
139,87,비만
136,73,비만
140,73,비만
135,36,정상체중
127,75,비만
163,40,저체중
185,86,비만
128,43,비만
144,86,비만
141,52,비만
188,63,저체중
153,35,저체중
160,52,정상체중
157,75,비만
185,68,정상체중
125,86,비만
155,51,정상체중
143,55,비만
158,41,저체중
167,57,정상체중
156,60,정상체중
172,53,저체중
131,37,정상체중
147,45,정상체중
129,75,비만
121,80,비만
131,45,비만
122,54,비만
186,35,저체중
152,51,정상체중
186,41,저체중
150,66,비만
142,71,비만
193,68,저체중
132,39,정상체중
125,45,비만
153,45,정상체중
132,84,비만
155,56,정상체중
178,45,저체중
199,67,저체중
161,69,비만
192,59,저체중
141,87,비만
122,57,비만
120,73,비만
180,43,저체중
121,54,비만
126,67,비만
168,74,비만
166,82,비만
150,90,비만
170,82,비만
181,54,저체중
182,55,저체중
158,66,비만
170,62,정상체중
172,36,저체중
174,41,저체중
150,87,비만
187,47,저체중
191,85,정상체중
200,41,저체중
130,67,비만
137,80,비만
170,43,저체중
126,69,비만
124,46,비만
167,84,비만
128,37,정상체중
173,84,비만
190,82,정상체중
138,38,정상체중
133,56,비만
147,51,정상체중
137,50,비만
147,35,저체중
190,74,정상체중
134,73,비만
181,62,정상체중
157,84,비만
200,64,저체중
126,42,비만
170,61,정상체중
154,48,정상체중
178,60,정상체중
155,69,비만
133,37,정상체중
176,51,저체중
183,87,비만
161,37,저체중
162,72,비만
184,55,저체중
135,60,비만
190,40,저체중
154,84,비만
186,77,정상체중
181,48,저체중
195,51,저체중
120,76,비만
181,64,정상체중
195,68,저체중
176,69,정상체중
175,68,정상체중
170,53,저체중
162,77,비만
162,53,정상체중
158,86,비만
197,67,저체중
147,50,정상체중
133,54,비만
187,66,정상체중
138,61,비만
183,55,저체중
150,72,비만
178,39,저체중
123,46,비만
146,51,정상체중
160,38,저체중
194,61,저체중
126,66,비만
161,47,저체중
122,41,비만
173,61,정상체중
167,90,비만
198,84,정상체중
178,83,비만
177,78,정상체중
172,84,비만
175,43,저체중
167,74,비만
176,72,정상체중
124,75,비만
128,89,비만
194,51,저체중
200,66,저체중
183,49,저체중
160,41,저체중
168,41,저체중
191,42,저체중
129,37,정상체중
172,74,비만
176,90,비만
171,37,저체중
174,44,저체중
159,70,비만
133,35,정상체중
171,43,저체중
177,75,정상체중
162,66,비만
132,85,비만
185,62,저체중
145,36,저체중
141,62,비만
147,82,비만
178,82,비만
197,35,저체중
193,75,정상체중
153,52,정상체중
144,58,비만
131,82,비만
174,40,저체중
129,55,비만
153,52,정상체중
136,74,비만
141,58,비만
134,51,비만
174,57,정상체중
126,72,비만
156,85,비만
193,68,저체중
135,51,비만
131,85,비만
139,83,비만
145,55,비만
198,86,정상체중
171,44,저체중
143,66,비만
194,50,저체중
192,58,저체중
143,70,비만
120,39,비만
134,67,비만
176,43,저체중
178,72,정상체중
141,45,정상체중
139,62,비만
189,68,정상체중
181,66,정상체중
179,77,정상체중
189,85,정상체중
194,84,정상체중
181,67,정상체중
126,75,비만
170,41,저체중
195,54,저체중
121,42,비만
178,37,저체중
123,87,비만
188,81,정상체중
173,47,저체중
188,39,저체중
173,82,비만
122,54,비만
152,56,정상체중
179,87,비만
126,64,비만
166,76,비만
176,51,저체중
173,36,저체중
155,75,비만
179,58,저체중
177,51,저체중
178,74,정상체중
178,68,정상체중
166,86,비만
121,43,비만
139,78,비만
177,55,저체중
143,46,정상체중
164,47,저체중
141,70,비만
129,68,비만
187,49,저체중
138,86,비만
187,88,비만
173,58,정상체중
160,44,저체중
181,73,정상체중
166,52,정상체중
165,65,정상체중
145,80,비만
121,49,비만
197,82,정상체중
172,47,저체중
181,47,저체중
134,48,비만
166,38,저체중
158,89,비만
126,85,비만
131,38,정상체중
163,65,정상체중
188,60,저체중
160,65,비만
190,76,정상체중
182,50,저체중
197,88,정상체중
186,80,정상체중
134,89,비만
173,47,저체중
180,50,저체중
147,38,저체중
127,73,비만
190,87,정상체중
127,73,비만
147,55,비만
128,49,비만
147,35,저체중
165,80,비만
150,82,비만
165,78,비만
197,72,정상체중
174,48,저체중
182,84,비만
147,53,정상체중
190,87,정상체중
169,75,비만
152,35,저체중
155,51,정상체중
163,61,정상체중
153,74,비만
169,84,비만
181,73,정상체중
159,82,비만
126,65,비만
193,36,저체중
157,70,비만
174,38,저체중
166,79,비만
146,49,정상체중
158,46,저체중
200,56,저체중
120,76,비만
179,59,저체중
198,49,저체중
154,89,비만
154,36,저체중
154,62,비만
198,53,저체중
140,61,비만
180,51,저체중
149,62,비만
152,52,정상체중
130,81,비만
177,47,저체중
178,78,정상체중
147,37,저체중
164,35,저체중
182,49,저체중
175,61,정상체중
145,64,비만
168,73,비만
196,51,저체중
151,90,비만
197,69,저체중
180,74,정상체중
129,87,비만
141,41,정상체중
135,66,비만
144,83,비만
163,57,정상체중
136,88,비만
189,78,정상체중
149,56,비만
127,40,정상체중
138,78,비만
169,66,정상체중
147,73,비만
153,82,비만
167,61,정상체중
155,88,비만
145,39,정상체중
145,38,저체중
200,60,저체중
197,70,저체중
182,75,정상체중
165,70,비만
163,43,저체중
132,61,비만
145,79,비만
174,67,정상체중
176,62,정상체중
134,49,비만
178,61,정상체중
130,63,비만
199,85,정상체중
162,63,정상체중
198,58,저체중
157,80,비만
177,82,비만
177,42,저체중
180,46,저체중
188,50,저체중
169,36,저체중
135,70,비만
135,48,비만
127,76,비만
134,48,비만
166,46,저체중
143,53,비만
124,60,비만
174,79,비만
185,43,저체중
125,69,비만
172,38,저체중
177,67,정상체중
197,59,저체중
192,90,정상체중
168,67,정상체중
187,63,저체중
148,49,정상체중
185,52,저체중
120,83,비만
160,42,저체중
159,48,정상체중
139,75,비만
175,55,저체중
186,56,저체중
186,50,저체중
157,49,정상체중
152,77,비만
153,66,비만
187,36,저체중
192,68,저체중
176,45,저체중
185,69,정상체중
124,52,비만
194,59,저체중
187,41,저체중
158,59,정상체중
120,85,비만
157,56,정상체중
137,56,비만
193,41,저체중
132,50,비만
122,78,비만
170,49,저체중
173,80,비만
138,58,비만
189,54,저체중
158,49,정상체중
198,64,저체중
134,80,비만
125,71,비만
170,52,저체중
128,70,비만
123,69,비만
143,54,비만
134,41,정상체중
174,57,정상체중
170,88,비만
140,90,비만
138,90,비만
146,90,비만
192,74,정상체중
167,69,정상체중
175,41,저체중
127,82,비만
184,36,저체중
192,45,저체중
162,58,정상체중
182,39,저체중
125,83,비만
149,80,비만
126,90,비만
129,52,비만
175,38,저체중
168,83,비만
146,87,비만
123,41,비만
138,59,비만
176,78,비만
171,88,비만
193,66,저체중
190,60,저체중
145,49,정상체중
185,36,저체중
131,70,비만
120,49,비만
123,85,비만
151,61,비만
132,50,비만
